what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374561892973
activated,perspective,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.JavaPerspective",1374561894807
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1374561898455
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1374561900055
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1374561901110
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374561905554
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374561905695
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374561908547
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374561908646
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374561911945
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374561912042
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374561914916
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374561915061
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374561918427
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374561918594
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374561920039
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374561921718
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374561921748
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374561923518
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.ClassFileEditor",1374561923868
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1374561924726
activated,perspective,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugPerspective",1374561926923
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepInto",1374561927586
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1374561927738
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1374561928298
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1374561935017
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Terminate",1374561935139
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepInto",1374561937625
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepInto",1374561938561
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1374561939153
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1374561939481
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1374561941065
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1374561947233
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1374561951640
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374561965892
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374562657307
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374562657756
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374562663945
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374562708483
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374562709086
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1374562711762
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374562726961
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374562743586
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1374562746509
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1374562747348
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374562748241
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374562749803
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1374562750656
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1374562751423
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1374562755502
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1374562757476
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1374562762551
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374562799900
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374562800032
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1374562801365
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374562807876
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374563218939
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374563219572
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374563236568
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374563244507
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374563477700
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1374563479801
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Terminate",1374563479891
activated,perspective,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.JavaPerspective",1374563480768
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1374563480775
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1374563482379
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374563486075
error,log,,,"Failed to load properties file for project 'WorkshopAndriod'",1374563508980
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374563509254
opened,editor,com.android.ide.eclipse.adt,21.0.0.v201210310015-519525,"com.android.ide.eclipse.editors.CommonXmlEditor",1374563522069
activated,editor,com.android.ide.eclipse.adt,21.0.0.v201210310015-519525,"com.android.ide.eclipse.editors.CommonXmlEditor",1374563522286
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1374563528050
closed,editor,com.android.ide.eclipse.adt,21.0.0.v201210310015-519525,"com.android.ide.eclipse.editors.CommonXmlEditor",1374563528050
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1374563529190
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1374563533937
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1374563534013
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1374563537183
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1374563539819
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1374563543028
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374563545250
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374563545298
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1374563546628
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1374563553288
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1374563556145
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374563556494
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374563556634
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1374563561296
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374563562407
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374563564420
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374563564451
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374563565674
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374563584282
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374563588525
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374563590404
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374563600055
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374563602831
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374563627689
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374563631834
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374563641783
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374563644452
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374563683487
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374563692509
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374563698831
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374563699937
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374563827158
