what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1374398193448
started,bundle,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui",1374398193449
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1374398193451
started,bundle,org.eclipse.wb.discovery.core,1.5.2.r37x201302111927,"org.eclipse.wb.discovery.core",1374398193452
os,sysinfo,,,"win32",1374398193481
arch,sysinfo,,,"x86",1374398193481
ws,sysinfo,,,"win32",1374398193481
locale,sysinfo,,,"en_US",1374398193481
processors,sysinfo,,,"2",1374398193481
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1374398193481
java.runtime.version,sysinfo,,,"1.7.0_09-b05",1374398193481
java.specification.name,sysinfo,,,"Java Platform API Specification",1374398193481
java.specification.vendor,sysinfo,,,"Oracle Corporation",1374398193481
java.specification.version,sysinfo,,,"1.7",1374398193481
java.vendor,sysinfo,,,"Oracle Corporation",1374398193481
java.version,sysinfo,,,"1.7.0_09",1374398193481
java.vm.info,sysinfo,,,"mixed mode, sharing",1374398193481
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1374398193481
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1374398193481
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1374398193481
java.vm.specification.version,sysinfo,,,"1.7",1374398193481
java.vm.vendor,sysinfo,,,"Oracle Corporation",1374398193481
java.vm.version,sysinfo,,,"23.5-b02",1374398193481
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1374398193546
started,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1374398193954
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1374398194081
started,bundle,org.eclipse.wb.discovery.ui,1.5.2.r37x201302111927,"org.eclipse.wb.discovery.ui",1374398194222
started,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1374398194241
